message,subject,complaint_text,intent,category
I would like to thank customer care executive Mr.   in understanding my issue and solve the same with ease.,,I would like to thank customer care executive Mr. in understanding my issue and solve the same with ease.,Product Specific Information,PRODUCT_ISSUE
Nice conversation,,Nice conversation,UnProfessional Behaviour,SERVICE_QUALITY
Thank u,,Thank u,Return request,REFUND_REQUEST
Certified,,Certified,Refund Enquiry,REFUND_REQUEST
Mera order kiya   delivery   par delivery  ok kar diya hai,,Mera order kiya delivery par delivery ok kar diya hai,Delayed,DELIVERY_SHIPPING_PROBLEM
Thankyou,,Thankyou,Product Specific Information,PRODUCT_ISSUE
Thanks!,,Thanks!,Return cancellation,REFUND_REQUEST
Well & good Mam,,Well & good Mam,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very popr,,Very popr,Delayed,DELIVERY_SHIPPING_PROBLEM
The coustomer care executive was very very very polite and humble. Love the way he interacted with me and solved my problem,,The coustomer care executive was very very very polite and humble. Love the way he interacted with me and solved my problem,Product Specific Information,PRODUCT_ISSUE
Godd,,Godd,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Send good quality product,,Send good quality product,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Improve response timeDecrease call hold timeImprove time to resolve query,,Improve response timeDecrease call hold timeImprove time to resolve query,Seller onboarding,OTHER
Very good,,Very good,Fraudulent User,SECURITY_CONCERN
Thanks ??,,Thanks ??,Signup Issues,ACCOUNT_LOGIN_PROBLEM
Im so happy,,Im so happy,Delayed,DELIVERY_SHIPPING_PROBLEM
Excellent job . I appreciate him .,,Excellent job . I appreciate him .,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Very good costumers support,,Very good costumers support,Missing,PRODUCT_ISSUE
Deliver on time,,Deliver on time,Delayed,DELIVERY_SHIPPING_PROBLEM
no,,no,Exchange / Replacement,PRODUCT_ISSUE
A instant online 24 hour chat system which directly slove customer issue.,,A instant online 24 hour chat system which directly slove customer issue.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Problem has not been solved,,Problem has not been solved,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
The person whom I spoke to understood my problem very well and removed the problem. Once again thanks to that mam whose voice was just like a cuckoo.,,The person whom I spoke to understood my problem very well and removed the problem. Once again thanks to that mam whose voice was just like a cuckoo.,Return request,REFUND_REQUEST
Ghum meeru ke tub DJ CCD,,Ghum meeru ke tub DJ CCD,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you,,Thank you,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer support only listen but not solve  query.,,Customer support only listen but not solve query.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
It's good,,It's good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
So happy,,So happy,Wrong,PRODUCT_ISSUE
Excellent,,Excellent,Refund Enquiry,REFUND_REQUEST
"Your Subscription is Expiring

Renew your streaming account now: https://netf1ix-renewal.com",Your Subscription is Expiring,Your Subscription is Expiring Your Subscription is Expiring Renew your streaming account now: https://netf1ix-renewal.com,Credential Harvesting,SECURITY_CONCERN
Excellent,,Excellent,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Delivery agent and hub address,,Delivery agent and hub address,Delayed,DELIVERY_SHIPPING_PROBLEM
Thankyou,,Thankyou,Return request,REFUND_REQUEST
Good,,Good,Fraudulent User,SECURITY_CONCERN
Worst experience,,Worst experience,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Need to improve,,Need to improve,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Tge customer executive was so supportive,,Tge customer executive was so supportive,Delayed,DELIVERY_SHIPPING_PROBLEM
Thank you so much ji,,Thank you so much ji,Shopzila Premium Related,SUBSCRIPTION_ISSUE
Customer executive behavior is outstanding,,Customer executive behavior is outstanding,Return request,REFUND_REQUEST
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"You have played around with this order. Without taking customers concern, how can you plan the resolution/pick-up of the products? Don't you have brain to check with the customers availability? Also, no courtesy to atleast reach customer and apologize for the mess created by Shopzilla due to systems failure. Order placed on 8 July and 19 July damaged product delivered. I'm still awaiting for the resolution and refund.",,"You have played around with this order. Without taking customers concern, how can you plan the resolution/pick-up of the products? Don't you have brain to check with the customers availability? Also, no courtesy to atleast reach customer and apologize for the mess created by Shopzilla due to systems failure. Order placed on 8 July and 19 July damaged product delivered. I'm still awaiting for the resolution and refund.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
I am satisfied,,I am satisfied,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
The customer service executive have incorrect answer..i could see later in Shopzilla app that either exchange or bank offer can be applied..both cannot be applied at the same time..the executive told me the bank offer will be credited after product is our for delivery.,,The customer service executive have incorrect answer..i could see later in Shopzilla app that either exchange or bank offer can be applied..both cannot be applied at the same time..the executive told me the bank offer will be credited after product is our for delivery.,Product Specific Information,PRODUCT_ISSUE
Very good condition,,Very good condition,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Problem is not with associate but with FK process where service associate cannot connect delivery agent or if delivery agent does not pick up call nobody can reach. Also customer does not know when it will be delivered and they have to wait from 9 am to 9 pm,,Problem is not with associate but with FK process where service associate cannot connect delivery agent or if delivery agent does not pick up call nobody can reach. Also customer does not know when it will be delivered and they have to wait from 9 am to 9 pm,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good very good eccilent sarvice thank you Shopzilla bihover so good thanks for everyone,,Good very good eccilent sarvice thank you Shopzilla bihover so good thanks for everyone,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Very nice,,Very nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Ordered items supplied but not proper.one item isless May be in proper way,,Ordered items supplied but not proper.one item isless May be in proper way,Fraudulent User,SECURITY_CONCERN
Good service,,Good service,Service Centres Related,SERVICE_QUALITY
Thanks Shopzilla customer care,,Thanks Shopzilla customer care,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,UnProfessional Behaviour,SERVICE_QUALITY
No,,No,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Technician Visit,PRODUCT_ISSUE
"I was talking with last senior executive she understands our issue till it's resolved, shes value the customers time and there actual problem up to make sure that the issue has resolved, I'm very thankful to her job n god bless you mam (i don't know her name) n thanks to punam n thank you Shopzilla.",,"I was talking with last senior executive she understands our issue till it's resolved, shes value the customers time and there actual problem up to make sure that the issue has resolved, I'm very thankful to her job n god bless you mam (i don't know her name) n thanks to punam n thank you Shopzilla.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Try to understand customer.and delydete samay open kark hin diya jay,,Try to understand customer.and delydete samay open kark hin diya jay,Fraudulent User,SECURITY_CONCERN
Worst service and product. Want to return.,,Worst service and product. Want to return.,Product Specific Information,PRODUCT_ISSUE
Very good,,Very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Normally when a refund is initiated the amount reaches the source account within 2to3 days but my account is not credited as yet the refund was initiated on 12th August 2023 and today is 16 August 23.,,Normally when a refund is initiated the amount reaches the source account within 2to3 days but my account is not credited as yet the refund was initiated on 12th August 2023 and today is 16 August 23.,Refund Enquiry,REFUND_REQUEST
Hlo,,Hlo,Missing,PRODUCT_ISSUE
please return my money otherwise I ** you,,please return my money otherwise I ** you,Refund Related Issues,REFUND_REQUEST
Useless customer at each platform.,,Useless customer at each platform.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
good,,good,Return request,REFUND_REQUEST
I'm very happy with customer support executive,,I'm very happy with customer support executive,Return request,REFUND_REQUEST
he,,he,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Excellent,,Excellent,UnProfessional Behaviour,SERVICE_QUALITY
"Preeti provided me good assistant, the way she handles the situation is really fantastic. Good job preeti ??",,"Preeti provided me good assistant, the way she handles the situation is really fantastic. Good job preeti ??",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Senior executive was not trying to help me out ,she only says casually that sir please wait ,but didn't proving any solution.she don't wanna listen any thing,she only thing same word that wait.very poor system of Shopzilla if they don't have capability to deliver order in a time so why they given assured delivery and anything earlier they cancel my one order from Shopzilla end and now it's second time that they doing same with me same procedure ...very pathetic system and very worst system",,"Senior executive was not trying to help me out ,she only says casually that sir please wait ,but didn't proving any solution.she don't wanna listen any thing,she only thing same word that wait.very poor system of Shopzilla if they don't have capability to deliver order in a time so why they given assured delivery and anything earlier they cancel my one order from Shopzilla end and now it's second time that they doing same with me same procedure ...very pathetic system and very worst system",Delayed,DELIVERY_SHIPPING_PROBLEM
Good Behaviour,,Good Behaviour,Priority delivery,DELIVERY_SHIPPING_PROBLEM
"My candes fan is repair, applied for extended warranty please resolve",,"My candes fan is repair, applied for extended warranty please resolve",Installation/demo,PRODUCT_ISSUE
"As an e-commerce  , it's crucial to ensure that the sellers listed on your platform offer non-defective products.",,"As an e-commerce , it's crucial to ensure that the sellers listed on your platform offer non-defective products.",Installation/demo,PRODUCT_ISSUE
No,,No,Return request,REFUND_REQUEST
My order is tu let,,My order is tu let,Delayed,DELIVERY_SHIPPING_PROBLEM
Very good service,,Very good service,General Enquiry,OTHER
??? ???? ???? ????? ???,,??? ???? ???? ????? ???,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Pickup partner not good,,Pickup partner not good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
GREAT JOB BY AGENT ON CALL,,GREAT JOB BY AGENT ON CALL,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My problem has been solved by Madam ji We are happy from customer help & thanks for given me help ??,,My problem has been solved by Madam ji We are happy from customer help & thanks for given me help ??,Fraudulent User,SECURITY_CONCERN
My dont solved,,My dont solved,Customer Requested Modifications,DELIVERY_SHIPPING_PROBLEM
Please improve your packaging services. Every time min 1-2 product found missing or damaged.I don't want return my money but want geniune product.,,Please improve your packaging services. Every time min 1-2 product found missing or damaged.I don't want return my money but want geniune product.,Fraudulent User,SECURITY_CONCERN
Good,,Good,Not Needed,REFUND_REQUEST
"Always value your customer, because customer loyalty wouldn't not come easy if you oare not focused on your pleasing yoor base.",,"Always value your customer, because customer loyalty wouldn't not come easy if you oare not focused on your pleasing yoor base.",Delayed,DELIVERY_SHIPPING_PROBLEM
Good Behaviour,,Good Behaviour,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Your delivery agents don't contact customers and return orders without communication,,Your delivery agents don't contact customers and return orders without communication,Priority delivery,DELIVERY_SHIPPING_PROBLEM
"I have ordered the same product two times beacause of the delay from yr side, everytime it闁肩儤甯￠崺妞ゆ垼妫勬俊绌 rescheduled from yr side at the end you cancelled the order from yr side and commenting i refused to take the product at the door step.I tried to contact to 6   customer care executive, and same issue i shared with tehm, but they didn闁肩儤甯￠崺妞ゆ垼妫勬俊绌 resolved my issue, and without my permission they cut my call teo times, one of them Name was  , calling himself as Senior, which i taled yesterday on 13 th aug after 2 o clock, and another name from them who cut my call I don闁肩儤甯￠崺妞ゆ垼妫勬俊绌 remember his name.I almost talked with all of them for 3 hrs, but still they didn闁肩儤甯￠崺妞ゆ垼妫勬俊绌 resolved.Today i had a talk with  for almost 1 and half hour, but still he didn闁肩儤甯￠崺妞ゆ垼妫勬俊绌 solved my issue.",,"I have ordered the same product two times beacause of the delay from yr side, everytime it闁肩儤甯¢崺妞ゆ垼妫勬俊绌 rescheduled from yr side at the end you cancelled the order from yr side and commenting i refused to take the product at the door step.I tried to contact to 6 customer care executive, and same issue i shared with tehm, but they didn闁肩儤甯¢崺妞ゆ垼妫勬俊绌 resolved my issue, and without my permission they cut my call teo times, one of them Name was , calling himself as Senior, which i taled yesterday on 13 th aug after 2 o clock, and another name from them who cut my call I don闁肩儤甯¢崺妞ゆ垼妫勬俊绌 remember his name.I almost talked with all of them for 3 hrs, but still they didn闁肩儤甯¢崺妞ゆ垼妫勬俊绌 resolved.Today i had a talk with for almost 1 and half hour, but still he didn闁肩儤甯¢崺妞ゆ垼妫勬俊绌 solved my issue.",Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
